ProjectNumber,ProjectName,Address,Apt,City,ClientName,ClientContact,ClientToBill,Architect,ArchitectContact,ProjectManager,FieldInspector,RoofingInspector,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComments,MaintenanceManualsFee,EnvelopInspectionsFee,EnvelopInspectionsComments,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComments,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComment,MaintenanceManualsFee,EnvelopeInspectionsFee,EnvelopeInspectionsComment,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComment,FollowUpInspectionFee,5YearInspectionFee,Year1-3-4InsFee,Year2-5InsFee,PerInspectionFee,MiscellaneousFee,MiscellaneousComment,Completed,CompletedDate,RCABC
18027,Little Mountain Building AC,5155 Main Street,,Vancouver BC,Holborn Elevating Lifestyles,Derek Voon,Holborn Elevating Lifestyles,Stantec Architecture,Mark Travis,,Dane Peterson,Todd McDonald,3400,0,,0,10500,,0,1800,2400,8900,,3400,0,,0,10500,,0,1800,2400,8900,,0,0,0,0,300,0,,FALSE,0,TRUE
18028,Little Mountain Building BC,-155 East 37th Avenue,,Vancouver BC,Holborn Elevating Lifestyles,Derek Voon,Holborn Elevating Lifestyles,,,,Dane Peterson,Todd McDonald,3400,0,,0,10500,,0,1800,3600,8900,,3400,0,,0,10500,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18029,224 W 8th Ave,224 West 8th Ave,,Vancouver BC,Rendition Management & Construction,Brian Roche,Rendition Management & Construction,Mallen Gowing Berzins Architecture,Christopher Gowing,,Dane Peterson,Todd McDonald,3000,0,,0,9000,,0,900,2400,8900,,3000,0,,0,9000,,0,900,2400,8900,,0,0,0,0,300,0,"Trade Off, $2200 ECB, $10000",FALSE,0,FALSE
18034,Skagen,606 Foster Avenue,,Coquitlam BC,Foster Eighth Limited Partnership,Vanessa J,Foster Eighth Limited Partnership,Cornerstone Architecture,Andres Vargas,,Grant DeBoer,Todd McDonald,3000,0,,1500,13500,,0,1800,3600,8900,,3000,0,,1500,13500,,0,1800,3600,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18035,BC Housing Project- Williams Lake,225 First Avenue North,,Williams Lake BC,Vanmar Constructors Inc.,,Vanmar Constructors Inc.,Station One Architects,,,Don Hauser,Todd McDonald,3600,0,,0,20000,,0,2800,4000,8900,,3600,0,,0,20000,,0,2800,4000,8900,,0,0,0,0,2000,1800,Trade Off,FALSE,0,FALSE
18036,Knox and Residential,5598-5656 Balaclava Street,,Vancouver BC,Make Projects,Cristina Baciu,Make Projects,Rositch Hemphill Architects,Anca Hurst,,Dane Peterson,Todd McDonald,7400,0,,0,24000,,0,2700,7500,8900,,7400,0,,0,24000,,0,2700,7500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18038,Purcell Way,1923-1959 Purcell Way,,North Vancouver District BC,Woodbridge Northwest,Kasey Ann Clark,Woodbridge Northwest,Rosemary Walk Townhomes Ltd.,Bryce Rositch,,Mike Mountain,Todd McDonald,11200,0,,1500,33600,,0,4500,12000,8900,,11200,0,,1500,33600,,0,4500,12000,8900,,0,0,9300,9300,300,0,,FALSE,0,FALSE
18039,Residential Complex,13111 King George Boulevard & 13140 131st Street,,Surrey BC,IOM Property Group,Arpan Kandola,IOM Property Group,DF Architecture Inc.,Jessie Arora,,Don Hauser,Brent Rowland,2600,0,,1500,16800,,0,1800,4200,8900,,2600,0,,1500,16800,,0,1800,4200,8900,,0,0,2400,2400,300,0,,FALSE,0,FALSE
18040,Yukon,7587 Yukon Street,,Vancouver BC,Listraor Group of Companies,Chris Rowland,Listraor Group of Companies,RLA Architects Inc.,Jeff Clarke,,Dane Peterson,Todd McDonald,2600,0,,1500,12000,,0,900,3600,8900,,2600,0,,1500,12000,,0,900,3600,8900,,0,0,2600,2600,300,0,"Trade Off $2,250",FALSE,0,FALSE
18041,Laval Square,1306 Laval Square,,Coquitlam BC,Domus Homes,Adel Fraywat,Domus Homes,Birmingham & Wood Architects Planners,Lambert ,,Grant DeBoer,Todd McDonald,2800,0,,0,15000,,0,2700,4800,8900,,2800,0,,0,15000,,0,2700,4800,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18044,Lu'ma Native Housing - East 22nd,3819 Boundary Road,,Vancouver BC,Cape Construction (2001) Ltd.,Kirk Yuen,Cape Construction (2001) Ltd.,SUVA Architecture Inc.,John Saliken,,Dane Peterson,Todd McDonald,2400,0,,0,7500,,0,900,3000,8900,,2400,0,,0,7500,,0,900,3000,8900,,0,0,0,0,300,0,"Trade Off: $1,800. ECB: $10,000",FALSE,0,FALSE
18046,Windsor Views,979 East 19th Avenue,,Vancouver BC,Open Concept (996 Kingsway) Limited Partnership,Jan Goda,Open Concept (996 Kingsway) Limited Partnership,Cornerstone Architecture,Scott Kennedy,,Dane Peterson,Todd McDonald,2400,0,,0,9600,,0,900,3000,8900,,2400,0,,0,9600,,0,900,3000,8900,,0,0,0,0,300,0,"Trade Off: $2,200.  ECB: $10,000",FALSE,0,FALSE
18048,Handsworth Road Subdivision - Tanking Design,1052 Handsworth Road,,North Vancouver District BC,Max Pro Construction Ltd.,Max Chen,Max Pro Construction Ltd.,,,,Mike Mountain,,3600,0,,0,1200,,0,0,0,8900,,3600,0,,0,1200,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18049,UBC TD Bank Reno,,,UBC BC,UBC Properties Trust,Nathan Ma,UBC Properties Trust,,,,Dane Peterson,,400,0,,0,900,,0,0,0,8900,,400,0,,0,900,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18050,Kadenwood 41 (TERMINATED),2930 Heritage Peaks Trail,,Whistler BC,Ledcor Community Projects,Rick Morrow,Ledcor Community Projects,TOK Design Studio,Byron Tokarchuk,,Mike Mountain,Todd McDonald,2400,0,,0,10500,,0,900,4500,8900,,2400,0,,0,10500,,0,900,4500,8900,,0,0,0,0,750,0,,FALSE,0,FALSE
18051,Maker Exchange,488 Railway Street,,Vancouver BC,,Kevin Hanvey,,Mallen Gowing Berzins Architecture,Christopher Gowing,,Mike Mountain,Todd McDonald,5800,0,,0,15000,,0,1800,3600,8900,,5800,0,,0,15000,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18052,HRA - The Florida Building,1170 Barclay Street,,Vancouver BC,Plan A Real Corporate Units Ltd.,Anoop Majitha,Plan A Real Corporate Units Ltd.,Stuart Howard Architects Inc.,Neil Robertson,,Mike Mountain,Todd McDonald,3600,0,,0,5400,,0,1800,2100,8900,,3600,0,,0,5400,,0,1800,2100,8900,,0,0,0,0,300,0,"Trade Off $1,800 ECB $7,500",FALSE,0,FALSE
18056,East 64 & Fraser ON HOLD JUN 2018,696 East 64th Avenue,,Vancouver BC,Tyko Development Ltd.,Ken Nguyen,Tyko Development Ltd.,Cornerstone Architecture,Scott Kennedy,,Dane Peterson,Dwayne Arnold,4000,0,,0,9000,,0,900,2400,8900,,4000,0,,0,9000,,0,900,2400,8900,,0,0,0,0,300,0,"Trade Off: $1,800.  Passivhaus PSI Value Calculations: $3,800",FALSE,0,FALSE
18057,Shillington Residence,1040 Beaumont Drive,,North Vancouver District BC,Marken Design + Consult,Justin Bennett,Marken Design + Consult,,,,Mike Mountain,Todd McDonald,2200,0,,0,3600,,0,900,1200,8900,,2200,0,,0,3600,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18059,25 Unit Stacked Townhouses,3601 Rae Avenue,3633,Vancouver BC,RBC Holdings Ltd.,Jag Pabla,RBC Holdings Ltd.,Matthew Cheng Architects Inc.,Matthew Cheng,,Mike Mountain,Todd McDonald,3600,0,,0,12000,,0,1800,3600,8900,,3600,0,,0,12000,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18060,Vaughan Warehouse,760 Vaughan Avenue,,Kelowna BC,Faction Projects Inc.,Ryan Cuddeford,Faction Projects Inc.,,,,Brian MacLellan,,2400,0,,0,3800,,0,0,0,8900,,2400,0,,0,3800,,0,0,0,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
18061,Mount Seymour Townhomes,3428-3464 Mount Seymour Parkway,,North Vancouver (City) BC,Allaire  (Rochester) Residences LP,Ryan Allaire,Allaire  (Rochester) Residences LP,Integra Architecture Inc.,Duane Siegrist,,Mike Mountain,Todd McDonald,2800,0,,1500,9000,,0,900,2400,8900,,2800,0,,1500,9000,,0,900,2400,8900,,0,0,1800,1800,300,0,,FALSE,0,FALSE
18062,Form West 6th,1530 West 6th Avenue,,Vancouver BC,Anthem Properties Group Ltd.,Jo Sim,Anthem Properties Group Ltd.,OMB of McFarlane Biggar Architects + Designers,Elaine Tong,,Mike Mountain,Todd McDonald,24800,0,,0,0,,0,1800,0,8900,,24800,0,,0,0,,0,1800,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18063,Sierra Ridge - Fraser & 224th,11703-11718 Fraser Street & 224th Street,,Maple Ridge BC,Atterra Development,Trisha Firth,Atterra Development,Atelier Pacific Architecture Inc.,Robert Suica,,Grant DeBoer,Brent Rowland,2800,0,,1500,18000,,0,2700,6000,8900,,2800,0,,1500,18000,,0,2700,6000,8900,,0,0,2800,2800,300,0,"Trade Off $3,780",FALSE,0,FALSE
18064,Parc Central Noble - Lot A,20261 72B Avenue,,Langley BC,Essence Living,Brodie Barber,Essence Living,Focus Architecture Inc.,Dave Boswell,,Scott Stebbings,Brent Rowland,9400,0,,0,51000,,0,9000,13500,8900,,9400,0,,0,51000,,0,9000,13500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18065,3479 Cambie,3479 Cambie Street,,Vancouver BC,Limmington Place Ltd.,Philip Lim,Limmington Place Ltd.,Matthew Cheng Architects Inc.,Mary Grace S. Datoc,,Dane Peterson,Todd McDonald,3600,0,Wayne Huang,0,9000,,0,900,3000,8900,,3600,0,Wayne Huang,0,9000,,0,900,3000,8900,,0,0,0,0,300,0,"Trade off: $2,400, ECB: $10,000",FALSE,0,FALSE
18067,Coyote Creek Development (Wood & Water),15215-15255 Sitka Drive,15235,Surrey BC,Anthem Coyote Creek Two Developments LP,Kevin Beck,Anthem Coyote Creek Two Developments LP,Ekistics Architecture Inc.,Jacquelyn Richard,,Scott Stebbings,Brent Rowland,99000,0,,0,0,,0,0,0,8900,,99000,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18068,K-12 Private School,10111 Bird Road,,Richmond BC,Chao Yin Canada Group Inc.,Billy Zhao,Chao Yin Canada Group Inc.,Matthew Cheng Architects Inc.,Grace Datoc,,Grant DeBoer,Todd McDonald,3000,0,,0,4800,,0,900,1800,8900,,3000,0,,0,4800,,0,900,1800,8900,,0,0,0,0,300,0,,FALSE,0,TRUE
18069,One92 Phase 3 (LINKED FILE 11075),6677 192nd Street,,Surrey BC,Lakewood Group Developments Ltd.,Romeo Balicaco,Lakewood Group Developments Ltd.,Barnett Dembek Architects Inc. (BDA),Lance Barnett,,Scott Stebbings,Brent Rowland,2200,0,,1500,4200,,0,900,900,8900,,2200,0,,1500,4200,,0,900,900,8900,,0,0,1600,1600,300,0,,FALSE,0,FALSE
18070,Sparrow,239 Keefer Street,,Vancouver BC,Rendition Management & Construction,Brian Roche,Rendition Management & Construction,MGBA - Mallen Gowing Berzins Architecture,Peggy Perry,,Dane Peterson,Todd McDonald,3000,0,,0,10500,,0,900,3000,8900,,3000,0,,0,10500,,0,900,3000,8900,,0,0,0,0,300,0,"Trade Off $2,400 ECB $9,000",FALSE,0,FALSE
18071,Tribute - Lot B,20327 72B Avenue,,Langley BC,Essence Living,Brodie Barber,Essence Living,Focus Architecture Inc.,Dave Boswell,,Scott Stebbings,Brent Rowland,3000,0,,0,27000,,0,5400,7500,8900,,3000,0,,0,27000,,0,5400,7500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18074,Centra - Building A & B,13862-13868 101 Avenue,,Surrey BC,Everest Group of Companies,Harpreet Thiara,Everest Group of Companies,Atelier Pacific Architecture Inc.,Brian Shigetomi,,Scott Stebbings,Brent Rowland,4800,0,,0,20000,,0,2700,6000,8900,,4800,0,,0,20000,,0,2700,6000,8900,,0,0,0,0,400,0,"Trade Off $3,000 ECB $18,000",FALSE,0,FALSE
18076,Leisure Bath,520 21st Street,,New Westminster BC,Leisure Baths Ltd.,David Snook,Leisure Baths Ltd.,Douglas R. Johnson Architect Ltd.,Douglas Johnson,,Grant DeBoer,Todd McDonald,2200,0,,0,3600,,0,0,1200,8900,,2200,0,,0,3600,,0,0,1200,8900,,0,0,0,0,300,0,"Trade Off: $1,800",FALSE,0,FALSE
18077,Oak Park - Phase 2,616 Goldstream Avenue,,Langford BC,Townline Group of Companies,,Townline Group of Companies,Low Hammond Rowe Architects Inc.,Kristin Schulberg,,Don Hauser,Dwayne Arnold,4200,0,,1500,13500,,0,900,3600,8900,,4200,0,,1500,13500,,0,900,3600,8900,,0,0,3500,3500,450,0,,FALSE,0,FALSE
18082,Mitchell Townhomes,1290 Mitchell Street,,Coquitlam BC,Townline Group of Companies,Ross Moore,Townline Group of Companies,RLA Architects Inc.,Dixon Mak,,Grant DeBoer,Brent Rowland,3800,0,,0,22500,,1500,4500,7200,8900,,3800,0,,0,22500,,1500,4500,7200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18083,West Point Grey Academy - See Misc 18424,4125 West 8th Avenue,,Vancouver BC,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
18084,Voyce,5168 Cambie Street,,Vancouver BC,1011 Ventures Inc.,David Hiu Tsoi,1011 Ventures Inc.,GBL Architects Inc.,Daniel Eisenberg,,Dane Peterson,Todd McDonald,3800,0,,1500,15000,,0,1800,3600,8900,,3800,0,,1500,15000,,0,1800,3600,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18085,280 Island Highway,280 Island Highway,,Victoria BC,,,,Alan Lowe Architect inc.,Alan Lowe,,Don Hauser,Todd McDonald,2600,0,,1500,13500,,0,900,2700,8900,,2600,0,,1500,13500,,0,900,2700,8900,,0,0,2600,2600,450,0,"Trade off: $2,200",FALSE,43705,FALSE
18089,2928 Granville Street - Re-Cladding,2928 Granville Street,,Vancouver BC,Rezcom Construction,Darren Bognar,Rezcom Construction,,,,Dane Peterson,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
18091,Squamish Self-Storage,39480 Queens Way,,Squamish BC,Ventana Constuction Corporation,Ryan Williamson,Ventana Constuction Corporation,Larry Podhora Architect,Larry Podhora,,,Todd McDonald,0,0,,0,0,,0,0,2500,8900,,0,0,,0,0,,0,0,2500,8900,,0,0,0,0,500,0,Review of drawings & Specs related to roofing: $400,FALSE,0,FALSE
18093,22 Terrace,3838 Rupert Street,,Vancouver BC,Hanbu Enterprises Ltd. c/o Shato Holdings Ltd.,Ross Clouston,Hanbu Enterprises Ltd. c/o Shato Holdings Ltd.,GBL Architects Inc.,Jenniffer Chua,,Mike Mountain,Todd McDonald,3800,0,,1500,15000,,0,1800,3600,8900,,3800,0,,1500,15000,,0,1800,3600,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18095,Oakway,20689-20699 Eastleigh Crescent,,Langley BC,Canada Hai Hua Investment Ltd.,Yi Yhang Chen,Canada Hai Hua Investment Ltd.,Ankenman Marchand Architects, ,,Scott Stebbings,Brent Rowland,2800,0,,1500,9000,,0,900,2400,8900,,2800,0,,1500,9000,,0,900,2400,8900,,0,0,2200,2200,300,0,,FALSE,0,FALSE
18096,1188 Burnaby,1188 Burnaby St.,,Vancouver BC,Lantern Properties Ltd.,Jeff Hayes,Lantern Properties Ltd.,Stuart Howard Architects Inc.,Neil Robertson,,Mike Mountain,Todd McDonald,3400,0,Wayne Huang,0,10500,,0,900,3000,8900,,3400,0,Wayne Huang,0,10500,,0,900,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18097,2381 Shaughnessy St.,2381 Shaughnessy Street,,Port Coquitlam BC,David J. Ho Architect Inc.,David Ho,David J. Ho Architect Inc.,David J. Ho Architect Inc.,David Ho ,,Grant DeBoer,Brent Rowland,3000,0,,1500,12000,,0,900,3000,8900,,3000,0,,1500,12000,,0,900,3000,8900,,0,0,2000,2000,300,0,"Trade off: $2,200, ECB: TBD",FALSE,0,FALSE
18100,Townhouse Project,8620 Railway Avenue,,Richmond BC,1011 Ventures Inc.,Ajit Thaliwal,1011 Ventures Inc.,Eric Law Architect Inc.,Eric Law,,Grant DeBoer,Todd McDonald,2000,0,,1500,8400,,0,900,1800,8900,,2000,0,,1500,8400,,0,900,1800,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18101,Urban Academy-RCABC only,466 Rousseaue Street,,New Westminster BC,Raven Roofing,,Raven Roofing,,,,,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,TRUE
18104,Brooklyn Tower,1471 St. Paul Street,,Kelowna BC,Mission Group Properties Ltd.,Kameran Hussein,Mission Group Properties Ltd.,NSDA Architects,Emily Rankin,,Brian MacLellan,Arden Knoll,9600,0,,0,24000,,0,3600,8100,8900,,9600,0,,0,24000,,0,3600,8100,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
18105,Slocan Street Development,4783-4795 Slocan Street,4787,Vancouver BC,Vancoast Construction Ltd.,Balvir Bill Sandhu,Vancoast Construction Ltd.,Gradual Architecture Inc.,Judy Tang,,Mike Mountain,Todd McDonald,2400,0,,1500,10500,,0,1800,1800,8900,,2400,0,,1500,10500,,0,1800,1800,8900,,0,0,2000,2000,300,0,"Trade off: $2,200, ECB: $10,000",FALSE,0,FALSE
18107,Keystone,8430-8460 203A Street/ 202B St,,Langley BC,Peak Construction 1879 Ltd.,Barrett Somerville,Peak Construction 1879 Ltd.,Focus Architecture Inc.,Ian Dailey,,Scott Stebbings,Brent Rowland,4000,0,,0,42000,,0,7200,13800,8900,,4000,0,,0,42000,,0,7200,13800,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18108,Vernon Native Housing 38-Unit Complex,5545 27th Avenue,,Vernon BC,M'akola Development Services,Teunesha Evertse,M'akola Development Services,New Town Architectural Services,,,Brian MacLellan,Arden Knoll,3400,0,,0,7200,,0,1200,3300,8900,,3400,0,,0,7200,,0,1200,3300,8900,,0,0,0,0,450,0,"Trade off: $ 1,800, ECB: $10,000",FALSE,0,FALSE
18109,Kenzie Condos,14858 60 Avenue,,Surrey BC,5721B Production Way Limited Partnership,Tarn Uppal,5721B Production Way Limited Partnership,DF Architecture Inc.,Iancu Pruncut,,Scott Stebbings,Brent Rowland,3400,0,,1500,12000,,0,900,3600,8900,,3400,0,,1500,12000,,0,900,3600,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18110,UBC Lot 4 - Mundell,6038 Birney Avenue,,UBC BC,UBC Properties Trust,Nathan Ma,UBC Properties Trust,ZGF Architects Inc.,,,Dane Peterson,Todd McDonald,5500,0,,0,22500,,0,2700,6000,8900,,5500,0,,0,22500,,0,2700,6000,8900,,0,0,0,0,300,0,"Air Tightness option: $12,000",FALSE,0,FALSE
18111,Keats Island Cabin,520 Collingwood Road,,,,,,Integra Architecture Inc.,Duane Siegrist,,Mike Mountain,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
18114,Olympic View Clubhouse Reno Phase 2 -,643 Latoria Road,,Victoria BC,,,,Matrix Architecture & Planning Ltd.,Paul Lebofsky,,Don Hauser,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,43623,FALSE
18115,Façade Reno,1445 West 11th Avenue,,Vancouver BC,Getting it Right Construction & Consulting Inc.,Tony Roberts,Getting it Right Construction & Consulting Inc.,Dave Nicol Design,,,Dane Peterson,,300,0,,0,600,,0,0,0,8900,,300,0,,0,600,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18118,2690 Granville,2690 Granville Street,,Vancouver BC,,,,Barry MacGinn,Barry McGinn,,Dane Peterson,,0,0,,0,1500,,0,0,0,8900,,0,0,,0,1500,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18119,Seymour Village - Phase 4 & 5,3595 Salal Drive,,North Vancouver (City) BC,Aquilini Group,Reena Bains,Aquilini Group,CEI Architecture,Juanito Gulmatico,,Mike Mountain,Todd McDonald,4000,0,,1500,15000,,0,1800,4500,8900,,4000,0,,1500,15000,,0,1800,4500,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18120,,,,,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
18121,"Capstan, The",8091 Capstan Way,,Richmond BC,Minglian Holdings Ltd.,Jordan Su,Minglian Holdings Ltd.,GBL Architects Inc.,Zora Katic,,Grant DeBoer,Todd McDonald,8500,0,,0,19500,,0,5400,4500,8900,,8500,0,,0,19500,,0,5400,4500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18123,6-Unit Townhouse Development,6571 No. 4 Road,,Richmond BC,Mr. Anwer Kamal,Anwer Kamal,Mr. Anwer Kamal,Eric Law Architect Inc.,Eric Law,,Don Hauser,Todd McDonald,2600,0,,1500,7200,,0,900,1800,8900,,2600,0,,1500,7200,,0,900,1800,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18125,Harmony Townhouses,230-232 East 6th Street,,North Vancouver (City) BC,Cascadia Green Development,Shirazeh Dabiri,Harmony East 8th,Metric Architecture,Scott C. Mitchell,,Mike Mountain,Todd McDonald,3600,0,,1500,6600,,0,900,2400,8900,,3600,0,,1500,6600,,0,900,2400,8900,,0,0,2200,2200,300,0,,FALSE,0,FALSE
18126,Mosquito Creek Mews,1705 Larson Road,,North Vancouver (City) BC,Mosquito Creek Development,Farzad Mazarei,Mosquito Creek Development,Metric Architecture,Sheridan MacRae,,Mike Mountain,Todd McDonald,4000,0,,1500,10500,,0,900,3000,8900,,4000,0,,1500,10500,,0,900,3000,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
18127,Qualico Proposed Office & Warehouse,17740-17714 65A Avenue,,Cloverdale BC,Qualico Homes,Tami Huitema,Qualico Homes,Kasian Architecture Interior design and Planning Ltd.,Dragana Perusinovic,,Don Hauser,Brent Rowland,2400,0,,0,6000,,0,900,2400,8900,,2400,0,,0,6000,,0,900,2400,8900,,0,0,0,0,300,0,"Trade Off $1,500 ECB $5,000",FALSE,0,FALSE
18128,Kiwanis Lynn Manor & Lynn Woods,2555 Whiteley Court,2551,North Vancouver District BC,Innovative Housing Consultants Inc.,Joffre Pomerleau,Innovative Housing Consultants Inc.,RLA Architects Inc.,,,Mike Mountain,Todd McDonald,4200,0,,0,15000,,0,1800,4200,8900,,4200,0,,0,15000,,0,1800,4200,8900,,0,0,0,0,300,0,"Trade off Option $1,800",FALSE,0,TRUE
18129,Oakhaus,128 W. Woodstock Avenue,,Vancouver BC,Kingdom Oakhaus Limited Partnership (att: Jerome Teo),Jerome Teo,Kingdom Oakhaus Limited Partnership (att: Jerome Teo),DYS Architecture Inc.,Lawrence Dobbs,,Dane Peterson,Todd McDonald,2400,0,(PC: Liqi Zhu),1500,8400,,0,900,2400,8900,,2400,0,(PC: Liqi Zhu),1500,8400,,0,900,2400,8900,,0,0,1900,1900,300,0,"Trade off $2,750",FALSE,0,FALSE
18133,Glenpark Row Phase 1,276 Valley Road,,Kelowna BC,Vanmar Constructors Inc.,Alister Eilander,Vanmar Constructors Inc.,RLA Architects Inc.,Dixon Mak,,Marc Genereux,Arden Knoll,2200,0,,0,16000,,0,1800,5400,8900,,2200,0,,0,16000,,0,1800,5400,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
18135,Vista,700 Clarke Road,,Coquitlam BC,Dolomiti Homes Inc.,Milena Lancerin,Dolomiti Homes Inc.,Ciccozzi Architecture Inc.,Shannon Seefeldt,,Mike Mountain,Todd McDonald,3400,0,,0,14400,,0,1800,3600,8900,,3400,0,,0,14400,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18137,Quarry Rock Business Park,19363 32 Avenue,,Surrey BC,Integrated Construction,Joshua Gaglardi,Integrated Construction,TKA+D Architecture + Design Inc.,,,Don Hauser,Brent Rowland,1800,0,,0,3000,,0,900,1500,8900,,1800,0,,0,3000,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18140,388 Abbott Street,388 Abbott Street,,Vancouver BC,388 Abbott Holdings Ltd.,Emmanuel San Miguel,388 Abbott Holdings Ltd.,Gair Williamson Architect Inc.,Gair Williamson,,Dane Peterson,Todd McDonald,4200,0,,0,12000,,0,1800,3600,8900,,4200,0,,0,12000,,0,1800,3600,8900,,0,0,0,0,300,0,"Trade Off $2,500 ECB $10,000",FALSE,0,FALSE
18142,Duet II,708 Lea Avenue,,Coquitlam BC,Adera,Rocky Sethi,Adera,Integra Architecture Inc.,Rhys Leitch,,Grant DeBoer,Todd McDonald,2000,2000,,1500,12000,,0,1800,0,8900,,2000,2000,,1500,12000,,0,1800,0,8900,,0,0,0,0,300,200,,FALSE,0,FALSE
18144,Commerical Development-Bldg A,21615 Fraser Highway,,Langley BC,Grant Street Development Corporation,Steven Grippo,Grant Street Development Corporation,URBAN DESIGN GROUP ARCHITECTS LTD.,Paul Chiu,,Don Hauser,Brent Rowland,2000,0,,0,3600,,0,900,1200,8900,,2000,0,,0,3600,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18147,3 Storey Residential (formaly 815 W 15 Ave),811 West 15th Avenue,,Vancouver BC,LS Lintel Structure,Jories Xu,LS Lintel Structure,Eric Law Architect Inc.,Eric Law,,Dane Peterson,Todd McDonald,3200,0,,0,7500,,0,900,3000,8900,,3200,0,,0,7500,,0,900,3000,8900,,0,0,0,0,300,0,"Trade off: $2,200, ECB Option: $7,500",FALSE,0,FALSE
18148,Duet - Broadway & Spruce,2511 Spruce Street,,Vancouver BC,Minglian Holdings Ltd.,Alex Zhang,Minglian Holdings Ltd.,GBL Architects Inc.,Amela Brudar,,Dane Peterson,Todd McDonald,5000,0,,0,15000,,0,1800,3600,8900,,5000,0,,0,15000,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18149,"Peak, The",3737-3739 Rupert Street,,Vancouver BC,Peak Real Estate Marketing Ltd.,Jordan Eng,Peak Real Estate Marketing Ltd.,Cornerstone Architecture,Luke Han,,Dane Peterson,Todd McDonald,4000,0,,0,13500,,0,1800,3600,8900,,4000,0,,0,13500,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
18150,Margaret's Landing,1759 Highway 33 East,1749,Kelowna BC,Vanmar Constructors Inc.,Cody Voorhorst,Vanmar Constructors Inc.,Patrick McCusker Architecture Inc.,Patrick McCusker,,Brian MacLellan,Arden Knoll,3600,0,,1500,13600,,0,1800,3200,8900,,3600,0,,1500,13600,,0,1800,3200,8900,,0,0,1800,2100,400,0,,FALSE,0,FALSE
18151,Nautilus,1454 Oxford St.,,White Rock BC,IOM Property Group,Arpan Kandola,IOM Nautilus Views Ltd.,,Mani Mahmoudian,,Scott Stebbings,Brent Rowland,6800,0,,1500,30000,,0,5400,10800,8900,,6800,0,,1500,30000,,0,5400,10800,8900,,0,0,5200,5200,300,0,"ECB Option: $22,500 for Compliance Modelling, Allowance $4750 Design iterations",FALSE,0,FALSE
