CompanyName,Phone,Address,City,PostalCode,CompanyType,Comments
CrossRoads Management Ltd.,778-578-4445,7455 132nd Street,Surrey BC,V3W1J8,2,
Crystal Consulting Inc.,778-294-4425,2677 192 Street,Surrey BC,V3S3X1,2,
Crystal Lodge,,1030 West Georgia Street,Vancouver BC,V6E 2Y3,2,
Crystal View Developments Inc.,,6950 Burford Street,Burnaby BC,V5E1S2,2,
Crystal Apartments Ltd.,604-980-0067,2455 Dollarton Hwy,North Vancouver (City) BC,V7H0A2,2,
C.S.A. Kobas Developments Inc.,,2532 MacKenzie Street,Vancouver BC,V6K3Z7,2,
CSC Developments Inc.,604-454-7016, P.O. Box 91023,West Vancouver BC,V7V3N3,2,
CSM - Link II Developments Ltd.,604-591-1450,15955 Fraser Highway,Surrey BC,V3S2W7,2,c/o Balray S. Mann address change Oct 15/07
Cosmo Group,778-998-0626,1103 Gilston Rd,West Vancouver BC,V7S2E7,2,
CSM Link lll Development Ltd.,604-644-5641,15955 Fraser Highway,Surrey BC,V3S2W7,0,address change Oct 15/07
CTA Architecture + Design Ltd.,604-736-2554,2920 Virtual Way,Vancouver BC,V5M0C4,1,
CTA Design Group,604-736-2554,2920 Virtual Way,Vancouver BC,V5M0C4,1,
Charles Taylor Adjusting,604-566-9323,401 West Georgia Street,Vancouver BC,V6B5A1,2,
0930364 BC Ltd.,604-825-3186,13049 76th Avenue,Surrey BC,V3W2V7,2,
City Lifestyle Group,604-244-1986,6751 Graybar Road,Richmond BC,V6W1H3,2,
Cultus Lake Resort Ltd.,,1408 Strathmore Mews,Vancouver BC,V6Z3A9,2,
Cunningham Lindsey Adjusters,,,,,2,
Curtis Paxton Miles Architect,250-656-2259,10924 Inwood Road,Saanich BC,V8L5H9,1,"PO Box 2034, Sidney V8L3S3"
Custom Pride Homes,,,,,2,
Customline Group,,,,,2,
Citimark-Western Alberta Road Townhouse Ltd. # 2012-02,604-214-8833,8833 Odlin Crescent,Richmond BC,V6X3Z7,2,
CWL Contracting Ltd.,604-626-0714,5417 Mt. Lehman Rd.,Abbotsford BC,V4X1V6,3,
C WTTT (BC) Society,604-435-2658,3383 Queens Ave,Vancouver BC,V5R4T9,2,
CXL Construction,250-342-9443,,Invermere BC,V0A1K0,0,
CXXR Corporation,250-352-1196,807 Radio Avenue,Nelson BC,V1L3L2,2,this is billding address head office is in Calgary
Czar Investments,604-499-1510,7170 120th Street,Surrey BC,V3W3M8,2,
D-Architecture,250-933-1991,6377 Icarus Drive,Nanaimo BC,V9V1N4,1,
0,604-607-5655,2625a Alliance Street,Abbotsford BC,V2S3J9,1,
D & G Westcoast Homes Ltd.,,3482 MacKenzie Ave,Powell River BC,V8A5G2,2,
D & M Landmark Development Ltd.,,,,,2,
Dahua Investment Holdings Ltd.,,8111 Anderson Road,Richmond BC,V6Y3Z8,2,
DA Architects & Planner,604-685-6312,1014 Homer Street,Vancouver BC,V6B2W9,1,
Dacon Corporation Ltd.,,685 Gardiners Road,Lindell Beach ON,K7M3Y4,2,
Dag Design and Company,604-538-2981,3879 154th Street,White Rock BC,V3S0V5,1,
Dakota Ridge Builders,604-886-4279,2230 Twin Creeks Road,Gibsons BC,V0N1V0,2,
Dakota Holdings Ltd.,604-731-1327,3251 Wardmore Place,Richmond BC,V7C1S6,2,
Dale Cooper,,,,,1,
Dalhousie Drive Investments Inc. c/o Cross Developments,604-291-2323,535 Thurlow Street,Vancouver BC,V6E3L2,2,
Daljit Thind,,,,,2,
D'Ambrosio Architecture,250-384-2400,2960 Jutland Road,Victoria BC,V8T5K2,1,
Dan Osborne,,4626 48 Ave,Delta BC,,2,
Peter J Dandyk Architect Inc.,604-943-1213,1205 56th Street,Delta BC,V4L2A6,0,
Danesh Architect Inc.,604-558-1960,1755 West 14th Avenue,Vancouver BC,V6J2J6,1,
Danesh Architect Inc.,604-558-1960,1755 West 14th Avenue,Vancouver BC,V6J2J6,1,
Daniel PT. Homes Ltd.,,403 6th Street,New Westminster BC,V3L3B1,2,
Daniel PT Homes and Centennial Ventures Ltd,,,,,0,
Dan Potvin,,,,,2,
Dansk Alpine Developments,250-857-6945, Box 3335,Kamloops BC,V2C 6B9,2,
DARCH Group,604-734-2004,,,,2,
Darcy Force Design Inc.,604-607-5655,5525 272 Street,Langley BC,V4W1P1,1,
Darshan Holdings Inc.,604-715-6000,8148 128 Street,Surrey BC,V3W1R1,2,
D'Arcy Jones Design Inc.,604-669-2235,175 Broadway East,Vancouver BC,V5T1W2,1,
Darshan Brar,778-889-1985,,,,2,
Darshan Builders,,8148 128th Street,Surrey BC,V3W1R1,2,
Darwin Construction (Canada) Ltd.,604-929-7944,8309 Main Street,Osoyoos BC,V0H1V0,2,
Darwin Properties Canada Ltd.,604-929-7944,197 Forester Street,North Vancouver District BC,V7H0A6,2,
Daryl Plater Architect,604-880-4921,165 West Osborne Road,North Vancouver District BC,V7N2P9,1,
Dava Developments Ltd.,,2680 Shell Road,Richmond BC,V6X4C9,2,
David Bird,,,,,2,
David Ehrhart,,5439 Buckingham Ave,Burnaby BC,V5E1Z9,2,
Dave Markham,,741 E Broadway,Vancouver BC,V5T1X8,2,
Dave Nicol Design,604-510-2867,3876 204A Avenue,Langley BC,V3A4X2,1,
Dave Vidalin,250-532-3588,,,,2,
David J. Ho Architect Inc.,604-469-9649,3190 St Johns Street,Port Moody BC,V3H2C7,1,
David Tyrell Architecture,250-868-5061,720 Valley Road,Kelowna BC,,2,
David J. Ho Architects,,,,,2,
David J. Ho Architect Inc.,604-469-9649,3003 St. John's Street,Port Moody BC,V3H2C4,1,
Davin Management Ltd.,604-594-5643,10180 153 Street,Surrey BC,V3R0B5,2,
Davis Bay Development Corp.,,,,,2,
David Mirtaheri,,,,,2,
David S. Mah Architect,604-437-1855,3380 Maquinna Drive,Vancouver BC,V5S4C6,1,
David Symons Architect,403-670-7000,110 12 Avenue SW,Calgary AB,T2R0G7,1,
David Tyrell Architecture,604-853-7375,14391 Marine Drive,White Rock BC,V4B1B2,1,New address in effect January 6/17
Dawson & Sawyer (Sunny Side) Ltd.,,,,,0,
Dawson Lakewood 2 Development Ltd.,604-590-8444,7795 128th Street,Surrey BC,V3W 4E6,2,billing name is Lakewood 3 Dev Ltd.
Daybreak Homes LP.,604-662-3700,1199 West Hastings Street,Vancouver BC,V6E3T5,2,
Dayton Mills Construction Ltd.,604-940-8824,7201 72 Street,Delta BC,V4G1M5,2,03-17-06
D. Bosa Land Corporation,,6147 Hastings Street,Burnaby BC,V5B1R6,2,
Design Build Services,250-474-7020,2840 Peatt Road,Victoria BC,V9B3V4,2,
DB Services of Victoria Inc.,250-474-7020,2840 Peatt Rd,Victoria BC,V9B3V4,2,
DCM Projects Ltd.,604-808-8581,4885 Kingsway,Burnaby BC,V5H4T2,2,address change Dec 06 for mailings
David Danyluck Architect,604-530-0978,4517 202 Street,Langley BC,V3A6M6,1,
D & D Design,604-854-8175,3242 Beverly Crescent,Abbotsford BC,V2S4M5,2,
Dean Kallweit Architect,604-921-9419,4520 Keith Road,West Vancouver BC,V7W2M6,1,
Debbie & Jeff Paul,,26444 32nd Ave,Abbotsford BC,V4W3E8,0,
Mrs. Deborah Chien,,,,,2,c/o Yamamoto Architecture Inc.
DeBruin Custom Homes Ltd.,250-878-8676,,Kelowna BC,V1W4X7,2,
Decker Corporation,604-888-4699,8838 Glover Rd,Fort Langley BC,V1M2R4,2,
Bernard Decosse Architect Inc.,604-619-6559,258 East Braemar Road,North Vancouver (City) BC,V7N1R1,1,
Mr. Defu Ren,,,,,2,
dHK Architects,250-658-3367,977 Fort Street,Victoria BC,V8V3K3,1,
Deidre Weinstein,604-551-0039,,,,2,
Dejong Design,403-640-9440,2526 Battleford Avenue SW,Calgary AB,T3E7J4,1,
"Delta Blue Construction Inc., No. 0733979",604-856-7065,260,Delta BC,V4M3J5,2,
Delco Renovations,604-841-9590,2320 King George Blvd.,Surrey BC,V4A5A5,2,
Delta Land Development Ltd.,604-678-9220,1199 West Hastings,Vancouver BC,V6E3T5,2,
Dema Developments Ltd.,,,,,2,
Denbie Homes,604-991-1187,10430 McSween Road,Chilliwack BC,V2P6H5,2,
Denciti Development Corp,604-561-6340,1185 West Georgia Street,Vancouver BC,V6E4E6,2,
Denfor Investments Inc.,,,,,2,
Denim Projects Ltd.,,1111 Melville Street,Vancouver BC,V6E3V6,0,
Dennis Voigt Architect,780-913-5692, PO Box 52006,Edmonton AB,T6E6H3,1,
Dennis Olson Architect,604-254-5152,2123 Napier Street,Vancouver BC,V5L2P1,1,
Denis Turco Architect Inc.,604-320-0881,780 Beatty Street,Vancouver BC,V6B2M1,1,Addrress at #307 - 780 Beatty effective Nov 7 2011
Derek Crawford Architect Inc.,604-688-8370,115 Fulford-Ganges Road,SaltSpring Island BC,V8K2T9,1,moved from Vancouver to Salt Spring 10/10/12
Desert Court Strata,,9307 62nd Avenue,Osoyoos BC,V0H1V1,2,
Design Work Group,604-681-8152,5066 Kingsway,Burnaby BC,V5H2E7,1,
Design Architecture Everyday Inc.,416-824-8846,1828 Powell Street,Vancouver BC,V5L3Y9,1,
Design Marque,604-925-4101,1765 Bellevue,West Vancouver BC,V7V1A8,1,"Address change in effect August 29, 2016."
Des,,,,,2,
DesignStudio8,604-720-8873,6435 Wellington Avenue,West Vancouver BC,V7W2H7,1,"Home Office: 1108 Rose Street, Vancouver, V5L 4K8"
DEVCORP,604-531-8882,991 Keil Street,White Rock BC,V4B4V8,2,
Delta View Life Enrichment Centre,604-596-8842,9341 Burns Drive,Delta BC,V4K3N3,2,
Devon Properties Ltd.,250-595-7000,2067 Cadboro Bay Road,Victoria BC,V8R5G4,2,
DF Architecture Inc.,604-284-5194,10851 Shellbridge Way,Richmond BC,V6X2W9,1,Member of Group 161 Architects
DF And Associates Consulting Ltd.,604-637-7430,21229 95 A Avenue,Fort Langley BC,V1M1P2,0,File # 6130
dForce Design w/ Chip Barret Architect,,,,,2,
D Force Design Inc.,,,,,2,
D Force Design Inc.,604-607-5655,2625A Alliance Street,Abbotsford BC,V2S3J9,1,
Dforce Design (CRP: Chip Barrett Architect),,2625A Alliance Street,Abbotsford BC,V2S3J9,1,
DGBK Architects,604-682-1664,1500 West Georgia Street,Vancouver BC,V6G2Z6,1,www.dgbk.com
DGS Construction,,13761 116th Street,Surrey BC,V3R0T2,2,
Dhaliwal ECO Builders Ltd.,,,,,2,
Dhaliwal Developers Ltd.,,33082 Huntingdon Road,Abbotsford BC,V2S7Z3,2,
Dhillon Designs Ltd.,604-590-2808,12830 80th Avenue,Surrey BC,V3W3A8,2,
Dialog Architecture Engineering Planning Interior Design,604-255-1169,611 Alexander Street,Vancouver BC,V6A1E1,1,
Dialog Design,604-255-1169,611 Alexander Street,Vancouver BC,V6A1E1,1,
Diamond Group Architectural Inc.,604-734-2004,119 West Pender Street,Vancouver BC,V6B1S5,1,Address change in effect Jan. 19/17
Diamond and Schmitt Architects,604-687-1898,1500 West Georgia Street,Vancouver BC,V6G2Z6,1,
DIBA Management Corp,,123 Carrie Cates Ct,North Vancouver (City) BC,,1,
Dicata Construction,604-255-2424,1828 Powell Street,Vancouver BC,V5L1H9,2,
The Dick Irwin Group,,,,,2,
Dicoe Contracting,604-781-6448,13911 Mitchell Road,Richmond BC,V6V1M7,2,
Chris Dikeakos Architects,604-291-2660,1635 W Broadway,Vancouver BC,V6J1W9,0,
Dimas Craveiro Architect Ltd.,604-870-3199,237 East 4th Avenue,Vancouver BC,V5T 4T4,1,
Dimension Canada Networks Inc.,604-671-6916,14133 56A Avenue,Surrey BC,V3X2E7,2,
Dimex Group,604-325-3030,1155 West Pender Street,Vancouver BC,V6E2P4,2,
Dimex Lane 1 Project Inc.,604-275-8888,1155 West Pender Street,Vancouver BC,V6E2P4,2,
Dingye Property Group Ltd.,,1540 West 2nd Avenue,Vancouver BC,V6J1H2,2,
Dinomite Properties Inc,,418 East Kent Avenue,Vancouver BC,V5X2X7,2,
Dionne Delesalle,,1165 20th Street W,North Vancouver (City) BC,V7P2B6,2,
Dirty Digger Holdings Ltd.,,19935 96 Avenue,Langley BC,V1M3C7,2,
District of Central Saanich,,1903 Mount Newton Cross Roads,Saanichton BC,V8M2A9,0,
District of Salmon Arm,,500 2nd Avenue NE,Salmon Arm BC,V1E4N2,2,
District of Summerland,,13211 Henry Avenue,Summerland BC,V0H1Z0,0,
DiStefano Jaud Architecture,250-868-9278,1331 Ellis Street,Kelowna BC,V1Y1Z9,1,
District of West Vancouver,,750 17th Street,Vancouver BC,V7V3T3,0,
Divinder Dhillon,604-537-5952,9915 116A Street,Surrey BC,V3V7K5,2,
Divine Villas,778-878-7410,33771 George Ferguson Way,Abbotsford BC,V2S6H1,2,
DJimmie Construction,604-847-9057,45793 Luckakuck Way,Chilliwack BC,V2R5S3,2,
DLP Architecture Inc. Parallel Group Operation Inc.,604-669-1300,318 Homer Street,Vancouver BC,V6B2V2,1,
DLP Architecture,,,,,0,
DLP Architecture Inc.,778-889-6849,460 Nanaimo Street,Vancouver BC,V6B2V2,1,
DMBS Properties Limited Partnership,,1030 West Georgia Street,Vancouver BC,V6E2Y3,2,
D McLean Construction Ltd.,,,,,2,
Dodwell Realty,604-689-0603,1166 Alberni Street,Vancouver BC,V6E3Z3,2,
Douglas Holdings Ltd.,604-731-0131,1810 Pine Street,Vancouver BC,V6J3C9,2,
Dolomiti Homes Inc.,604-299-9525,4308 Dawson Street,Burnaby BC,V5C4B6,2,
Domae Group,604-853-7116,2236 West Railway St,Abbotsford BC,V2S2E2,2,
DOMO Construction Ltd.,604-889-4375,3552 East 47 Ave,Vancouver BC,V5S1E2,2,address new 09-07-07
Domus Homes,778-725-0982,1030 West Georgia Street,Vancouver BC,V6E2Y3,2,
Dominium Inc.,403-831-2081,70 Country Hills Landing NW,Calgary BC,T3K2L2,2,
Dominion Fairmile,,,,,2,
Domus Harrison Limited Partnership,604-662-7900,1030 West Georgia Street,Vancouver BC,V6E2Y3,2,
Donaghy Development,604-987-1854,1050 W 14th Street,North Vancouver (City) BC,V7P3P3,2,
Dong Residence,,,UBC BC,,2,
Don and Lois Martin,,,,,2,
Donald's Meat Distribution,,925 West 8th Avenue,Vancouver BC,V5Z 1E4,2,c/o CTA Design Group
Donna Gallagher,,,Kelowna BC,,2,
Doon Development,604-583-0505,9288 120th Street,Surrey BC,V3V4B8,0,
Dorset Realty Group Canada Ltd.,604-270-1711,8211 Ackroyd Rd.,Richmond BC,V6X3K8,2,
Douglas Cannon,604-536-4430,14210 Malabar Avenue,White Rock BC,,2,
Doug Falkins,,,,,2,
Doughgirls,,,,,2,
Douglas R. Johnson Architect Ltd.,604-998-3381,901 West 3rd Street,North Vancouver District BC,V7P3P9,1,Address on Greenwood Effective Sept 8/2009
Doug Lang,250-762-2235,1562 Water Street,Kelowna BC,V1Y1J7,0,
Douglas Green Developments Inc.,604-535-9040,13822 Marine Drive,White Rock BC,V4B1A4,2,
Douglas Cairns,604-274-2365,5250 Laburnum Parl Place,Delta BC,V4K4S6,2,
Doug Steinke C/O Herman Planning Group,250-712-9930,2903 Pandosy Street,Kelowna BC,V1Y1W1,0,
Drake Excavating (2016) Ltd.,,211 20285 Stewart Crescent,Maple Ridge BC,V2X8G1,0,
Dream Star Homes Ltd.,,,,,2,
Dragon Nest Development,604-720-9889,11980 Hammersmith Way,Richmond BC,V7A0A4,2,
DRK Design,,,,,0,
Dr. Sam Aziza,,,,,2,
Dry Valley Developments Ltd,,,,,2,
Dawson & Sawyer Developments (Guildford) Ltd.,,15245 28th Avenue,Surrey BC,V4P1G3,2,
DSL Designs,,,,,1,
D Squared Projects Ltd.,604-306-9533,2849 North Road,Burnaby BC,V3J1R6,2,
D Squared Projects Ltd.,604-306-9533,2849 North Road,Burnaby BC,V3J1R6,1,
D.T.A. Architects,,,,,1,
D&T Developments Ltd.,250-372-2858,1410 Pearson Place,Kamloops BC,V1S1J9,2,
D & T Developments,250-372-2852,1410 Pearson Place,Kamloops BC,V1S1J9,0,
Dubas Management and Construction Inc,,3993 Henning Drive,Burnaby BC,V5C6N5,2,
Dulay Roofing Ltd.,604-250-9842,,,,2,
Dulex Laidler Sitka House Ltd.,604-519-0003,255 Newport Dr,Port Moody BC,V3H5H1,2,
Dunbar Street West Project Limited Partnership,,609 Granville Street,Vancouver BC,V7Y1C6,2,
Dunblane Projects Ltd.,604-781-0270,7455 Royal Oak Avenue,Burnaby BC,V5J4J8,2,Added Client info July 10/14 when he called in asking for copy of plan review.
DV Design Ltd.,604-783-3676,4038 Toronto Street,Port Coquitlam BC,,1,
David Eaton Architect,604-608-0161,1690 West 2nd Avenue,Vancouver BC,V6J1H3,1,
DVL Homes Ltd.,604-603-7422,16363 36A Avenue,Surrey BC,V3S0M1,2,
Dwell Property Management,604-248-0751,4311 Viking Way,Richmond BC,V6V2K9,2,
Dwell Property Management,604-248-4083,4311 Viking Way,Richmond BC,V6V2K9,2,
Dawson Benchmark (Creekside) Homes Ltd.,,,,,2,
Dawson & Sawyer Developments (Fleetwood) Ltd.,,15835 85 Avenue,Surrey BC,,2,
Dawson & Sawyer (Peace Portal) Ltd.,,,,,2,
Dawson & Sawyer (Semiahmoo) Ltd.,,15230 Hwy 10,Surrey BC,V3S5H1,0,
DYS Architecture Inc.,604-669-7710,1770 Burrard Street,Vancouver BC,V6J3G7,1,
E2 Homes Ltd.,,,,,2,
E3 Eco Group Inc.,,8085 North Fraser Way,Burnaby BC,V5J5M8,2,
Eagle Pacific Developments,250-882-2213,930 Kentwood Terrace,Victoria BC,V8Y1A4,2,
e-Atelier,604-662-8689,131 Water Street,Vancouver BC,V6B4M3,0,
Earl Haig Society,,,,,2,
Earls Resteraunt,604-984-4606,949 West 3rd Street,North Vancouver District BC,V7P3P7,2,
Earls Restaurant,,425 Carrall Street,Vancouver BC,V6B6E3,2,
East Columbia Limited Partnership,604-688-4155,1112 West Pender Street,Vancouver BC,V6E2S1,2,
Eastern Hillside Development,,45389 Luckakuck Way,Chilliwack BC,V2R3V1,2,
EBCO Metal Finishing,,7851 Alderbridge Way,Richmond BC,V6X 2A4,2,c/o Huggo Eppich
ECC Education Consolidation Corporation,,,,,2,
Eclissi Developments,,7611 Montana Road,Richmond BC,V7C2K7,2,
ECM Strata Management Ltd.,604-855-9895,2669 Langdon Street,Abbotsford BC,V2T3L3,2,
Eco-Living Construction Ltd.,,,,,2,
Econospan Structures Corp.,250-679-3400,,,,2,
ECO Structures (Wesbrook Projects),604-730-1031,3330 Point Grey Road,Vancouver BC,V6R1A3,2,
ECO-West Renovations,604-552-9378,1320 Kingway Avenue,Port Coquitlam BC,V3C6P4,2,
Edward Cepka Architect,604-368-5125,,,,2,
Edge Construction,604-944-8942,22 W 2nd Ave,Vancouver BC,V5Y1B3,2,
Edge Consultants,604-338-1063,1110 Hamilton Street,Vancouver BC,V6B2S2,0,
Edge Street LP,604-327-8760,450 SW Marine Drive,Vancouver BC,V5X0C3,2,
Edge Consultants,,1110 Hamilton Street,Vancouver BC,V6B2S2,2,
Edgecombe Builders,250-491-8655,1290 St. Paul Street,Kelowna BC,V1Y2C9,2,
Edgemont Senior Living Inc.,,,,,2,
Edgewater Projects Ltd.,604-898-4852,2543 Mamquam Road,Squamish BC,V0N 3G0,2,c/o Craig Ross
EDG Homes Inc.,604-708-0572,609 Stamps Landing,Vancouver BC,V5Z3Z1,2,
Edifice Construction,,,,,2,
Edward Smith and Mimi Yeo,,,,,2,
EFS (Hillside) Developments Ltd.,,2502 St Johns St,Port Moody BC,V3H2B4,2,
Egil Lyngen Architect,604-987-8720,1801 Welch Street,New Westminster BC,V7P1B7,2,
EHY Properties,604-817-9388,6089 Dufferin Avenue,Burnaby BC,V5J2L8,2,
Faction Projects Inc.,250-980-4510,3935 Lakeshore Road,Kelowna BC,V1W1V3,1,
EJM Construction Northwest Ltd.,604-575-7780,18428 53rd Ave,Surrey BC,V3S7A4,2,address change Nov 20/06
Ekam Development Ltd.,,6321 King George Blvd,Surrey BC,V3X1G1,2,moved Oct 2016
Ekham 68 Project Ltd.,,6321 King George Blvd.,Surrey BC,V3X1G1,2,
Ekistics Architecture,,,,,1,
Ekistics Architecture Inc.,604-876-5050,1925 Main Street,Vancouver BC,V5T3C1,1,
Ekistics Architecture Inc.,604-876-5050,1925 Main Street,Vancouver BC,V5T3C1,1,
Elegant Development Inc.,604-277-3338,13571 Commerce Parkway,Richmond BC,V6V2R2,2,address change Oct 24.12
Edward Leung Architect,604-261-9396,4098 West 37th Avenue,Vancouver BC,V6N2W7,1,
Elevation Design Studio Inc.,250-629-3338,9805 Sparkling Road,,V0N2M3,1,
Elevate Development Corp.,,15127 100  Ave,Surrey BC,V3R0N9,2,
Elevate Development Corp,604-510-5555,15127 100 Ave,Surrey BC,V3R0N9,2,
Elim Housing Society,,9055 160th Street,Surrey BC,V4N2X7,2,c/o EJM Construction Mgmt. Inc
Elite Design,604-998-4932,4000 No. 3 Road,Richmond BC,V6X0J8,2,
Elite Metal Works,,,,,2,
Elizabeth Spelman,617-913-1070,,,,2,
Elizabeth Mackenzie Architect,604-731-9157,4669 Drummond Drive,Vancouver BC,V6R1E8,1,
EllisDon Corporation,604-247-1072,13775 Commerce Parkway,Richmond BC,V6V2V4,2,
Ellen Davis,,2004 Inglewood Avenue,West Vancouver BC,V7V1Z4,2,
Ellis Don,604-247-1072,13775 Commerce Parkway,Richmond BC,V6V2V4,2,
Ellis Homes,604-638-3300,777 West Broadway,Vancouver BC,V5Z4J7,2,
Emaar Dev. Ltd. Partnership,604-630-2008,1066 West Hastings St,Vancouver BC,V6E3X2,0,address chg 07.23.09; again Jul 2011
Emanon Holdings & Kaiman Enterprise,,5491 Rowling Place,Richmond BC,V6V 2T4,2,
EMARE Contracting Ltd.,,,,,2,
Emarr Development Limited Partnership,,15252 32nd Avenue,Surrey BC,V3S0R7,0,
EM Business Park Limited Partnership,,1177 W. Hastings St,Vancouver BC,V6E2K3,2,
Emco Investments Limited,604-533-0523,22377 48th Ave,Langley BC,V3A3N4,0,was c/o Palcor Mngt Ltd. - change Apr 3/09
Emerald Construction Ltd.,,1631 Dickson Avenue,Kelowna BC,V1Y0B5,2,
Emerson Homes Ltd.,604-980-8986,445 Mountain Highway,New Westminster BC,V7J 2L1,2,billing (Lake Star) at Suite 200 11.20.07
Empire Developments,604-325-0192,7087 Victoria Drive,Vancouver BC,V5P3Y9,2,"address on Victoria Effective April 6, 2010"
Empress Garden Holdings Ltd.,,8833 Odlin Crescent,Richmond BC,V6X3Z7,0,
Encore Developments Ltd.,250-763-7196,620 Leon Ave,Kelowna BC,V1Y9T2,2,there is also a mailing address po box in file
Enera Development (W24th) Limited Partnership,,550 West Broadway,Vancouver BC,V5Z0E9,2,
Engage Architecture,604-428-6259,602 West Hastings Street,Vancouver BC,V6B1P2,1,
English Bay Construction,,,,,2,
English Developments Ltd.,250-883-8480,2651 Queenswood Dr,Victoria BC,V8N1X6,2,and Fairwest Construction Co. Ltd.
ENM Construction Management Ltd.,604-371-3663,,,,2,
Enrich Steveston 2018 LP,,5811 Cooney Road,Richmond BC,V6X1B5,2,
Enrich Development,604-687-2990,5811 Cooney Road,Richmond BC,X6X3M1,2,
Enver Creek Homes Ltd.,,,,,2,
En Voyage Holdings Ltd.,604-649-5870,7681 145A Street,Surrey BC,,0,36957
En Voyage Holdings Ltd.,,7681 145A Street,Surrey BC,V3S9C3,0,bill c/o David Nichols Arch Jan 07
Epic Restoration Services Inc.,604-532-6458,20530 Langley bypass,Langley BC,V3A6K8,2,
Epic Homes,,20050 Stewart Crescent,Maple Ridge BC,,2,
Epix Developments Ltd.,604-569-1740,1641 East Pender Street,Vancouver BC,V5L1W2,2,
EPS 98,,,,,2,
EPS 98,,5499 Dunbar Street,Vancouver BC,,0,
EPS 103,,5960 Cowichan Street,Chilliwack BC,,2,
EPS 2226 Bluetree on Main,,,,,2,
Epta Development Corporation,,,,,0,
ErCon Holdings Ltd.,,,,,2,
BCS3672,604-788-0050,2020 Alma Street,Vancouver BC,V5Y1N5,2,"3693 West 35th Ave. Vancouver, V6N 2N6"
Eric Cheung,604-872-7855,,,,2,
Erich Jaeger,604-543-3267,8567 164th Street,Surrey BC,V4N3K4,2,
Eric Law Architect Inc.,604-505-2099,288 West 8th Avenue,Vancouver BC,V5Y1N5,1,
Eric Xue,604-616-1675,,,,2,
Ennova Structural Engineers Inc.,604-255-7670,213 3823 Henning Drive,Burnaby BC,V5C6P3,0,
Esse,,2927 145A Street,Surrey BC,V4P 1P7,2,c/o Wesbrook Projects Ltd.
Essence Living,778-574-0777,3950 191 Street,Surrey BC,V3Z0Y6,2,
Estevan Construction Ltd.,,2488 Haywood Avenue,West Vancouver BC,V7V1Y1,2,
Eszter Csutkai Architect,604-730-8000,711 E 6th Avenue,Vancouver BC,V5T1L7,1,
Eternal Construction,888-407-4116,1445 Sandhurst Place,West Vancouver BC,,2,
Etheridge Home Renovations,604-908-1854,2114 Parker Street,Vancouver BC,V5L2L7,2,
Ali Etminan,,485 East 29th Street,North Vancouver (City) BC,,2,
Eugene Evanetz,604-885-3356,,,,2,
EUSTON Engineering Ltd.,604-971-2471,132 East 14th Street,North Vancouver (City) BC,V7L2N3,2,
Evangel Pentecostal Church,, Madison and Joyce,Powell River BC,,2,
